"arXiv_id","Nishino_Rating"
"cond-mat/9901115","0"
"cond-mat/9901080","0"
"cond-mat/9901054","0"
"cond-mat/9901031","0"
"cond-mat/0012490","0"
"cond-mat/0012443","0"
"cond-mat/0012382","0"
"cond-mat/0012319","1"
"cond-mat/0012293","0"
"cond-mat/0012209","0"
"cond-mat/0012162","0"
"cond-mat/0011496","0"
"cond-mat/0011403","0"
"cond-mat/0011358","0"
"cond-mat/0011348","0"
"cond-mat/0011335","0"
"cond-mat/0011320","0"
"cond-mat/0011210","0"
"cond-mat/0011169","0"
"cond-mat/0011103","1"
"cond-mat/0011098","0"
"cond-mat/0011097","0"
"cond-mat/0010283","0"
"cond-mat/0010214","0"
"cond-mat/0010177","0"
"cond-mat/0010061","0"
"cond-mat/0010045","-1"
"cond-mat/0009474","1"
"cond-mat/0009460","0"
"cond-mat/0009255","0"
"cond-mat/0008321","0"
"cond-mat/0008068","0"
"cond-mat/0007515","0"
"cond-mat/0007499","0"
"cond-mat/0007388","0"
"cond-mat/0007196","0"
"cond-mat/0007188","0"
"cond-mat/0007095","0"
"cond-mat/0007050","0"
"cond-mat/0006449","0"
"cond-mat/0006445","0"
"cond-mat/0006439","0"
"cond-mat/0006409","0"
"cond-mat/0006354","0"
"cond-mat/0006286","0"
"cond-mat/0006282","0"
"cond-mat/0006273","1"
"cond-mat/0006155","0"
"cond-mat/0006080","0"
"cond-mat/0006071","0"
"cond-mat/0005526","0"
"cond-mat/0005403","0"
"cond-mat/0005375","0"
"cond-mat/0004458","1"
"cond-mat/0004404","0"
"cond-mat/0004316","0"
"cond-mat/0004265","0"
"cond-mat/0004222","1"
"cond-mat/0004162","0"
"cond-mat/0004159","0"
"cond-mat/0004024","0"
"cond-mat/0003437","0"
"cond-mat/0003271","0"
"cond-mat/0003189","0"
"cond-mat/0003147","0"
"cond-mat/0003125","0"
"cond-mat/0003102","0"
"cond-mat/0003071","0"
"cond-mat/0003056","0"
"cond-mat/0003037","0"
"cond-mat/0002442","0"
"cond-mat/0002318","0"
"cond-mat/0002215","0"
"cond-mat/0002193","0"
"cond-mat/0002116","0"
"cond-mat/0002099","0"
"cond-mat/0002001","0"
"cond-mat/0001442","0"
"cond-mat/0001416","-1"
"cond-mat/0001313","0"
"cond-mat/0001291","0"
"cond-mat/0001275","0"
"cond-mat/0001239","0"
"cond-mat/0001083","1"
"cond-mat/0112347","0"
"cond-mat/0112261","0"
"cond-mat/0112105","-1"
"cond-mat/0112071","0"
"cond-mat/0111521","0"
"cond-mat/0111474","0"
"cond-mat/0111387","0"
"cond-mat/0111355","0"
"cond-mat/0111320","0"
"cond-mat/0111027","0"
"cond-mat/0110420","0"
"cond-mat/0110195","1"
"cond-mat/0110142","-1"
"cond-mat/0110136","0"
"cond-mat/0110095","0"
"cond-mat/0109479","0"
"cond-mat/0109405","0"
"cond-mat/0109393","0"
"cond-mat/0109179","0"
"cond-mat/0109158","1"
"cond-mat/0109125","0"
"cond-mat/0109101","0"
"quant-ph/0109024","1"
"cond-mat/0109014","0"
"cond-mat/0109013","0"
"cond-mat/0108099","0"
"cond-mat/0107561","0"
"cond-mat/0107282","0"
"cond-mat/0107110","0"
"cond-mat/0107021","0"
"cond-mat/0106621","0"
"cond-mat/0106426","0"
"cond-mat/0106325","0"
"cond-mat/0106194","1"
"cond-mat/0106102","0"
"cond-mat/0106099","1"
"cond-mat/0106062","0"
"cond-mat/0106049","-1"
"cond-mat/0106007","0"
"cond-mat/0105150","0"
"cond-mat/0105003","-1"
"cond-mat/0104533","0"
"cond-mat/0104336","0"
"cond-mat/0104223","0"
"hep-th/0104013","-1"
"cond-mat/0103508","0"
"cond-mat/0103424","0"
"cond-mat/0103406","0"
"cond-mat/0103371","0"
"cond-mat/0103301","0"
"cond-mat/0103238","0"
"cond-mat/0103186","0"
"cond-mat/0103120","0"
"cond-mat/0103100","0"
"cond-mat/0103096","0"
"cond-mat/0102524","0"
"cond-mat/0102425","0"
"cond-mat/0102395","0"
"cond-mat/0102251","0"
"cond-mat/0102200","1"
"cond-mat/0102182","0"
"cond-mat/0102123","0"
"cond-mat/0102101","0"
"cond-mat/0101458","1"
"cond-mat/0101401","0"
"nucl-th/0101048","1"
"cond-mat/0101360","0"
"cond-mat/0101201","0"
"cond-mat/0212631","1"
"cond-mat/0212598","0"
"cond-mat/0212580","1"
"cond-mat/0212437","0"
"cond-mat/0212410","0"
"cond-mat/0212369","0"
"cond-mat/0212368","0"
"cond-mat/0212254","0"
"cond-mat/0211472","0"
"cond-mat/0211458","0"
"quant-ph/0211074","0"
"cond-mat/0210668","0"
"cond-mat/0210569","1"
"cond-mat/0210548","0"
"cond-mat/0210515","0"
"cond-mat/0210512","0"
"cond-mat/0210487","0"
"cond-mat/0210476","0"
"cond-mat/0210356","1"
"cond-mat/0210349","0"
"cond-mat/0210143","-1"
"cond-mat/0210140","0"
"cond-mat/0210103","0"
"cond-mat/0209624","0"
"cond-mat/0209623","0"
"cond-mat/0209588","0"
"cond-mat/0209552","0"
"cond-mat/0209493","0"
"cond-mat/0209444","0"
"cond-mat/0209245","-1"
"cond-mat/0209074","0"
"cond-mat/0208580","0"
"cond-mat/0208480","0"
"cond-mat/0208373","0"
"cond-mat/0208189","0"
"cond-mat/0208187","0"
"cond-mat/0207582","0"
"cond-mat/0207340","0"
"cond-mat/0207279","0"
"cond-mat/0207186","0"
"nucl-th/0207025","0"
"cond-mat/0206537","-1"
"cond-mat/0206196","1"
"cond-mat/0206166","0"
"cond-mat/0206153","0"
"cond-mat/0206102","0"
"cond-mat/0205644","-1"
"cond-mat/0205635","0"
"cond-mat/0205266","0"
"cond-mat/0205140","0"
"cond-mat/0205091","0"
"cond-mat/0205068","0"
"cond-mat/0204602","1"
"cond-mat/0204588","0"
"cond-mat/0204539","0"
"cond-mat/0204505","0"
"cond-mat/0204489","0"
"cond-mat/0204244","0"
"cond-mat/0204081","0"
"cond-mat/0204022","0"
"cond-mat/0204020","0"
"cond-mat/0203616","0"
"cond-mat/0203610","0"
"cond-mat/0203500","1"
"cond-mat/0203472","0"
"cond-mat/0202520","0"
"cond-mat/0202346","0"
"cond-mat/0202294","0"
"cond-mat/0202188","0"
"cond-mat/0202080","0"
"cond-mat/0202070","-1"
"nucl-th/0202048","1"
"hep-lat/0202014","1"
"cond-mat/0201583","1"
"cond-mat/0201466","0"
"cond-mat/0201463","0"
"cond-mat/0201397","0"
"cond-mat/0201390","0"
"cond-mat/0201346","-1"
"hep-lat/0201007","0"
"cond-mat/0312707","0"
"cond-mat/0312572","-1"
"cond-mat/0312426","0"
"cond-mat/0312365","0"
"cond-mat/0312052","0"
"cond-mat/0311291","0"
"cond-mat/0311280","0"
"cond-mat/0311213","0"
"cond-mat/0311202","0"
"cond-mat/0311087","0"
"cond-mat/0311082","0"
"cond-mat/0310741","0"
"cond-mat/0310733","-1"
"cond-mat/0310528","0"
"cond-mat/0310517","0"
"cond-mat/0310391","0"
"cond-mat/0310388","0"
"cond-mat/0310230","0"
"cond-mat/0310223","0"
"cond-mat/0310143","0"
"quant-ph/0310089","1"
"cond-mat/0310028","1"
"cond-mat/0309675","0"
"cond-mat/0309658","0"
"cond-mat/0309587","0"
"cond-mat/0309433","0"
"cond-mat/0309377","0"
"hep-lat/0309054","0"
"cond-mat/0309057","0"
"cond-mat/0309050","0"
"cond-mat/0308473","0"
"cond-mat/0308446","0"
"cond-mat/0308403","0"
"cond-mat/0308122","0"
"nucl-th/0308027","0"
"cond-mat/0307741","0"
"cond-mat/0307730","0"
"cond-mat/0307497","0"
"cond-mat/0307396","0"
"cond-mat/0307266","0"
"cond-mat/0307237","0"
"cond-mat/0307172","0"
"cond-mat/0307121","0"
"cond-mat/0306545","0"
"cond-mat/0306525","1"
"cond-mat/0306468","0"
"cond-mat/0306438","0"
"cond-mat/0306284","0"
"cond-mat/0306162","0"
"cond-mat/0306058","1"
"cond-mat/0305690","-1"
"cond-mat/0305610","0"
"cond-mat/0305608","0"
"cond-mat/0305543","0"
"cond-mat/0305463","0"
"cond-mat/0305388","0"
"cond-mat/0305387","0"
"cond-mat/0305375","0"
"cond-mat/0305361","0"
"cond-mat/0305336","1"
"quant-ph/0305159","-1"
"quant-ph/0305139","-1"
"cond-mat/0305080","0"
"cond-mat/0305057","0"
"cond-mat/0304697","0"
"cond-mat/0304585","0"
"cond-mat/0304517","0"
"cond-mat/0304375","0"
"cond-mat/0304351","0"
"quant-ph/0304098","0"
"cond-mat/0303557","0"
"cond-mat/0304214","0"
"cond-mat/0303587","-1"
"cond-mat/0303460","0"
"cond-mat/0303379","0"
"cond-mat/0303376","0"
"cond-mat/0303292","0"
"cond-mat/0303159","0"
"cond-mat/0302567","0"
"cond-mat/0302564","0"
"cond-mat/0302151","0"
"nucl-th/0302005","0"
"cond-mat/0301507","0"
"cond-mat/0301435","0"
"cond-mat/0301349","0"
"cond-mat/0301208","0"
"quant-ph/0301120","0"
"cond-mat/0301067","0"
"nucl-th/0301006","-1"
"nucl-th/0412112","0"
"cond-mat/0412709","0"
"cond-mat/0412446","0"
"quant-ph/0412118","0"
"cond-mat/0412275","0"
"cond-mat/0412234","0"
"cond-mat/0412224","0"
"cond-mat/0412192","0"
"cond-mat/0412067","0"
"hep-lat/0411017","1"
"quant-ph/0411205","1"
"cond-mat/0411403","0"
"quant-ph/0411123","0"
"cond-mat/0411332","0"
"cond-mat/0411151","0"
"cond-mat/0411132","0"
"cond-mat/0410747","-1"
"quant-ph/0410227","1"
"cond-mat/0410675","0"
"cond-mat/0410654","0"
"cond-mat/0410639","0"
"cond-mat/0410614","0"
"cond-mat/0410586","0"
"cond-mat/0410471","0"
"cond-mat/0410419","0"
"cond-mat/0410416","1"
"cond-mat/0410407","-1"
"cond-mat/0410061","0"
"cond-mat/0410023","0"
"cond-mat/0409692","0"
"cond-mat/0409611","0"
"cond-mat/0409473","0"
"cond-mat/0409445","0"
"cond-mat/0409332","0"
"cond-mat/0409321","0"
"cond-mat/0409292","1"
"cond-mat/0409034","0"
"hep-lat/0408016","0"
"cond-mat/0408690","0"
"cond-mat/0408479","0"
"cond-mat/0408478","0"
"cond-mat/0408366","1"
"cond-mat/0408249","0"
"cond-mat/0408197","0"
"cond-mat/0408172","0"
"cond-mat/0407445","0"
"cond-mat/0407114","0"
"cond-mat/0407066","0"
"cond-mat/0407011","0"
"cond-mat/0406666","0"
"cond-mat/0406594","0"
"cond-mat/0406440","0"
"cond-mat/0406426","1"
"cond-mat/0406402","0"
"quant-ph/0406067","0"
"cond-mat/0406147","0"
"cond-mat/0404636","0"
"cond-mat/0406023","0"
"cond-mat/0405580","0"
"cond-mat/0405380","0"
"cond-mat/0405379","0"
"cond-mat/0405180","0"
"quant-ph/0405168","0"
"cond-mat/0405131","0"
"nucl-th/0405011","0"
"cond-mat/0404706","1"
"cond-mat/0404614","0"
"cond-mat/0404606","-1"
"cond-mat/0404556","1"
"quant-ph/0404120","0"
"cond-mat/0404212","0"
"quant-ph/0404026","0"
"cond-mat/0404085","0"
"cond-mat/0403759","0"
"cond-mat/0403747","0"
"cond-mat/0403630","-1"
"cond-mat/0403580","0"
"cond-mat/0403517","0"
"cond-mat/0403493","0"
"cond-mat/0403404","0"
"cond-mat/0403372","0"
"cond-mat/0403349","0"
"cond-mat/0403335","0"
"cond-mat/0403313","1"
"cond-mat/0403310","1"
"cond-mat/0403235","0"
"cond-mat/0403233","-1"
"hep-lat/0403008","1"
"cond-mat/0403169","0"
"cond-mat/0403048","1"
"cond-mat/0403035","0"
"cond-mat/0402679","0"
"cond-mat/0402664","0"
"cond-mat/0402569","0"
"cond-mat/0402530","0"
"cond-mat/0402433","-1"
"cond-mat/0402429","-1"
"cond-mat/0402405","0"
"cond-mat/0402307","0"
"cond-mat/0402298","0"
"cond-mat/0402250","0"
"cond-mat/0402086","0"
"cond-mat/0402011","0"
"cond-mat/0401616","0"
"cond-mat/0401561","0"
"cond-mat/0401535","0"
"cond-mat/0401494","0"
"cond-mat/0401490","0"
"cond-mat/0401136","0"
"cond-mat/0401115","1"
"nucl-th/0401036","-1"
"cond-mat/0512652","0"
"cond-mat/0512649","0"
"cond-mat/0512586","0"
"cond-mat/0512475","0"
"cond-mat/0512310","0"
"cond-mat/0512270","0"
"cond-mat/0512219","0"
"quant-ph/0512062","-1"
"cond-mat/0512180","0"
"cond-mat/0512165","0"
"cond-mat/0512025","0"
"cond-mat/0511732","0"
"cond-mat/0511719","-1"
"quant-ph/0511249","-1"
"quant-ph/0511070","1"
"cond-mat/0511658","0"
"cond-mat/0511528","0"
"cond-mat/0511469","0"
"cond-mat/0511467","0"
"cond-mat/0511394","0"
"cond-mat/0511368","0"
"cond-mat/0511276","0"
"cond-mat/0511272","0"
"cond-mat/0511109","0"
"cond-mat/0511082","0"
"cond-mat/0511081","0"
"cond-mat/0511079","0"
"cond-mat/0511068","0"
"cond-mat/0511014","-1"
"cond-mat/0510741","0"
"cond-mat/0510653","0"
"cond-mat/0510637","1"
"cond-mat/0510552","0"
"cond-mat/0510536","-1"
"cond-mat/0510436","-1"
"hep-th/0510092","-1"
"cond-mat/0510325","0"
"cond-mat/0510321","1"
"cond-mat/0510288","0"
"cond-mat/0510124","1"
"quant-ph/0510031","0"
"quant-ph/0509197","0"
"cond-mat/0509663","0"
"cond-mat/0509646","0"
"quant-ph/0509166","-1"
"hep-lat/0509045","0"
"cond-mat/0509338","0"
"cond-mat/0509320","0"
"cond-mat/0509217","0"
"cond-mat/0509168","0"
"quant-ph/0509037","-1"
"quant-ph/0509023","-1"
"quant-ph/0509002","-1"
"cond-mat/0509050","0"
"cond-mat/0509021","0"
"cond-mat/0508750","-1"
"cond-mat/0508709","1"
"cond-mat/0508685","0"
"cond-mat/0508554","1"
"quant-ph/0508236","0"
"quant-ph/0508160","-1"
"cond-mat/0508524","0"
"cond-mat/0508469","-1"
"quant-ph/0508031","0"
"cond-mat/0508433","0"
"cond-mat/0508428","-1"
"cond-mat/0508305","0"
"cond-mat/0508227","0"
"cond-mat/0508186","0"
"cond-mat/0507571","0"
"cond-mat/0507508","0"
"cond-mat/0507472","0"
"cond-mat/0507226","0"
"cond-mat/0507195","1"
"cond-mat/0507132","0"
"cond-mat/0507046","0"
"cond-mat/0506809","0"
"quant-ph/0506256","0"
"quant-ph/0506250","-1"
"cond-mat/0506654","0"
"hep-th/0506171","-1"
"quant-ph/0506169","-1"
"cond-mat/0506498","0"
"cond-mat/0506242","0"
"hep-lat/0506009","1"
"cond-mat/0506203","0"
"cond-mat/0506133","0"
"cond-mat/0506098","0"
"cond-mat/0505719","0"
"cond-mat/0505685","0"
"cond-mat/0505670","0"
"cond-mat/0505666","0"
"quant-ph/0505193","-1"
"quant-ph/0505168","0"
"cond-mat/0505563","-1"
"cond-mat/0505553","0"
"cond-mat/0505410","0"
"cond-mat/0505288","0"
"cond-mat/0505238","0"
"quant-ph/0505092","-1"
"cond-mat/0505140","0"
"cond-mat/0504753","0"
"cond-mat/0504717","1"
"cond-mat/0504703","0"
"quant-ph/0504179","-1"
"quant-ph/0504151","-1"
"cond-mat/0504627","-1"
"cond-mat/0504446","-1"
"cond-mat/0504435","-1"
"cond-mat/0504397","-1"
"cond-mat/0504306","0"
"cond-mat/0504305","1"
"cond-mat/0504299","0"
"cond-mat/0504191","0"
"cond-mat/0504091","1"
"cond-mat/0504027","0"
"cond-mat/0504023","0"
"cond-mat/0503731","0"
"quant-ph/0503219","0"
"cond-mat/0503600","0"
"cond-mat/0503539","0"
"quant-ph/0503174","0"
"cond-mat/0503503","0"
"cond-mat/0503476","0"
"cond-mat/0503423","0"
"cond-mat/0503393","0"
"cond-mat/0503235","0"
"cond-mat/0503021","0"
"cond-mat/0502599","0"
"cond-mat/0502475","1"
"cond-mat/0502470","1"
"cond-mat/0502396","0"
"cond-mat/0502355","0"
"cond-mat/0502268","0"
"cond-mat/0502178","0"
"cond-mat/0502170","0"
"cond-mat/0502034","0"
"cond-mat/0501757","0"
"cond-mat/0501693","0"
"cond-mat/0501625","0"
"cond-mat/0501559","0"
"cond-mat/0501493","1"
"quant-ph/0501110","0"
"cond-mat/0501430","0"
"cond-mat/0501419","0"
"cond-mat/0501277","0"
"cond-mat/0501263","0"
"cond-mat/0501251","0"
"cond-mat/0501204","0"
"quant-ph/0612207","-1"
"cond-mat/0612636","0"
"cond-mat/0612590","-1"
"cond-mat/0612540","0"
"cond-mat/0612456","0"
"quant-ph/0612167","-1"
"quant-ph/0612133","-1"
"cond-mat/0612480","0"
"cond-mat/0612350","-1"
"cond-mat/0612341","0"
"cond-mat/0612263","0"
"quant-ph/0612101","-1"
"cond-mat/0612227","-1"
"cond-mat/0612111","0"
"cond-mat/0612030","0"
"cond-mat/0611772","0"
"quant-ph/0611271","0"
"cond-mat/0611727","0"
"cond-mat/0611720","0"
"cond-mat/0611687","1"
"cond-mat/0611603","0"
"quant-ph/0611242","0"
"cond-mat/0611522","0"
"cond-mat/0611479","0"
"cond-mat/0611327","-1"
"cond-mat/0611297","0"
"quant-ph/0611077","0"
"quant-ph/0611057","-1"
"cond-mat/0611217","0"
"quant-ph/0611050","-1"
"cond-mat/0611114","0"
"cond-mat/0611020","0"
"quant-ph/0610210","-1"
"cond-mat/0610861","0"
"cond-mat/0610833","-1"
"cond-mat/0610734","0"
"cond-mat/0610689","0"
"cond-mat/0610661","0"
"cond-mat/0610660","0"
"cond-mat/0610543","0"
"cond-mat/0610530","1"
"cond-mat/0610503","0"
"cond-mat/0610499","0"
"cond-mat/0610466","0"
"cond-mat/0610455","0"
"cond-mat/0610452","0"
"cond-mat/0610397","0"
"cond-mat/0610393","0"
"cond-mat/0610379","-1"
"cond-mat/0610375","-1"
"quant-ph/0610099","1"
"gr-qc/0610022","-1"
"cond-mat/0610210","0"
"cond-mat/0610121","0"
"cond-mat/0609682","1"
"cond-mat/0609604","0"
"cond-mat/0609555","0"
"cond-mat/0609496","0"
"cond-mat/0609346","0"
"cond-mat/0609307","0"
"cond-mat/0609296","0"
"cond-mat/0609281","0"
"cond-mat/0609263","-1"
"quant-ph/0609149","-1"
"quant-ph/0609051","0"
"cond-mat/0609088","-1"
"cond-mat/0609072","-1"
"quant-ph/0609044","-1"
"quant-ph/0609022","-1"
"cond-mat/0609049","0"
"cond-mat/0609039","1"
"quant-ph/0609002","-1"
"cond-mat/0608725","0"
"cond-mat/0608721","0"
"cond-mat/0608582","0"
"quant-ph/0608197","0"
"cond-mat/0608567","0"
"cond-mat/0608554","0"
"cond-mat/0608395","0"
"cond-mat/0608351","0"
"cond-mat/0608326","0"
"cond-mat/0608248","0"
"cond-mat/0608244","0"
"quant-ph/0608057","0"
"cond-mat/0608100","0"
"cond-mat/0608091","0"
"cond-mat/0608042","-1"
"quant-ph/0608013","0"
"cond-mat/0607722","0"
"cond-mat/0607445","-1"
"cond-mat/0607374","0"
"cond-mat/0607336","0"
"cond-mat/0607254","0"
"cond-mat/0607209","0"
"cond-mat/0607173","0"
"cond-mat/0607104","0"
"cond-mat/0607054","0"
"cond-mat/0607050","-1"
"quant-ph/0606240","-1"
"cond-mat/0606748","0"
"cond-mat/0606705","0"
"cond-mat/0606697","0"
"quant-ph/0606190","-1"
"cond-mat/0606515","-1"
"cond-mat/0606447","0"
"cond-mat/0606443","0"
"cond-mat/0606360","0"
"cond-mat/0606265","0"
"cond-mat/0606155","0"
"cond-mat/0606115","0"
"math-ph/0606018","0"
"cond-mat/0606018","1"
"cond-mat/0605756","0"
"cond-mat/0605729","0"
"cond-mat/0605719","0"
"cond-mat/0605683","-1"
"cond-mat/0605597","1"
"cond-mat/0605433","0"
"hep-th/0605142","-1"
"quant-ph/0605133","-1"
"cond-mat/0605411","0"
"hep-th/0605073","-1"
"cond-mat/0605204","0"
"cond-mat/0605194","0"
"quant-ph/0605112","0"
"quant-ph/0605021","-1"
"quant-ph/0605051","0"
"cond-mat/0605034","-1"
"quant-ph/0604186","0"
"cond-mat/0604625","0"
"cond-mat/0604523","0"
"cond-mat/0604517","-1"
"cond-mat/0604328","0"
"cond-mat/0604327","0"
"cond-mat/0604194","0"
"cond-mat/0604164","0"
"cond-mat/0604134","0"
"cond-mat/0604077","0"
"cond-mat/0604076","0"
"cond-mat/0603842","0"
"cond-mat/0603721","0"
"cond-mat/0603681","0"
"cond-mat/0603609","0"
"cond-mat/0603519","0"
"cond-mat/0603504","0"
"cond-mat/0603273","-1"
"quant-ph/0603137","-1"
"quant-ph/0603114","-1"
"hep-th/0603064","-1"
"cond-mat/0603193","0"
"nucl-th/0603021","0"
"cond-mat/0603168","0"
"cond-mat/0603098","0"
"cond-mat/0603078","0"
"hep-th/0602134","-1"
"quant-ph/0602233","-1"
"quant-ph/0602230","-1"
"cond-mat/0602527","-1"
"cond-mat/0602511","0"
"cond-mat/0602493","0"
"cond-mat/0602352","0"
"quant-ph/0602094","-1"
"cond-mat/0602305","0"
"cond-mat/0602291","0"
"cond-mat/0602166","0"
"cond-mat/0602077","0"
"cond-mat/0602016","0"
"cond-mat/0601713","-1"
"cond-mat/0601625","0"
"quant-ph/0601178","0"
"nucl-th/0601044","0"
"math-ph/0601038","-1"
"math-ph/0601496","0"
"cond-mat/0601481","0"
"cond-mat/0601411","0"
"cond-mat/0601389","0"
"cond-mat/0601254","0"
"cond-mat/0601222","-1"
"quant-ph/0601075","-1"
"quant-ph/0601024","-1"
"quant-ph/0601019","-1"
"0712.4073","0"
"0712.3785","0"
"0712.3364","0"
"0712.3050","0"
"0712.2730","0"
"0712.2475","1"
"0712.2018","-1"
"0712.1976","1"
"0712.1850","-1"
"0712.1808","0"
"0712.1806","0"
"0712.1448","0"
"0712.0461","0"
"0712.0428","0"
"0712.0348","0"
"0711.4896","-1"
"0711.4350","0"
"0711.3975","-1"
"0711.3882","-1"
"0711.3960","1"
"0711.3652","0"
"0711.3517","-1"
"0711.3676","0"
"0711.3391","-1"
"0711.2556","-1"
"0711.2336","0"
"0711.1990","0"
"0711.1398","0"
"0711.0957","-1"
"0710.5843","-1"
"0711.0677","-1"
"0711.0289","-1"
"0710.5696","-1"
"0710.5298","0"
"0710.4071","-1"
"0710.3829","0"
"0710.3506","0"
"0710.3362","1"
"0710.3343","0"
"0710.3324","-1"
"0710.2914","0"
"0710.2349","0"
"0710.2274","0"
"0710.2272","0"
"0710.1938","0"
"0709.3927","-1"
"0710.0692","1"
"0710.0673","0"
"0709.4596","0"
"0709.4620","0"
"0709.2803","0"
"0709.2688","0"
"0709.2639","-1"
